patch_id,objective,files_changed,status,verification_note
076,Add tag-based recipient selection to broadcast,broadcast.validator.ts + broadcast.service.ts + frontend/broadcasts/page.tsx,done,tsc clean (BE+FE) - Root cause: broadcast form hanya support pilih kontak manual (recipient_contact_ids) sementara scheduled-messages sudah punya tag selection (recipient_tag_ids). Fix: (A) validator tambah recipient_tag_ids optional + recipient_contact_ids jadi optional. (B) service resolve tag->contacts via contact_tags join lalu merge dgn manual contacts + validasi min 1 penerima. (C) frontend tambah tag query + formTagIds state + tag button UI + kirim recipient_tag_ids di payload + update disabled condition agar bisa submit dgn tag saja. Pattern identik dgn scheduled-messages. No schema migration needed - broadcast resolve recipients at create time. No regression - existing manual-only flow tetap works.
077,AGENT role can only see assigned contacts,contact.service.ts + contact.controller.ts,done,tsc clean - Root cause: contact.service.list() dan getById() hanya filter by organizationId tanpa mempertimbangkan role AGENT. Conversation controller sudah benar (force assigned_to=userId untuk AGENT). Fix: tambah optional assignedToUserId param di list() dan getById(). Jika AGENT maka filter contacts via conversations.some.assigned_to_user_id. Controller pass userId jika role=AGENT. Backward compatible (param optional). No regression - OWNER/ADMIN/SUPERVISOR unaffected (param undefined=no filter).
078,Add agent filter dropdown in chat for OWNER/ADMIN/SUPERVISOR,frontend/chat/page.tsx,done,tsc clean - Root cause: chat page hanya punya filter Semua/Chat Saya/Belum Ditugaskan tanpa bisa filter by specific agent. Backend sudah support assigned_to=userId. Fix: frontend-only - tambah Select dropdown 'Filter by Agent' yang fetch teamUsers (reuse existing query). agentFilter state + kirim assigned_to ke API. Hanya tampil untuk non-AGENT. No backend change needed. No regression - existing filter tabs tetap works.
079,Add label filter for AGENT in chat page,conversation.service.ts + conversation.controller.ts + frontend/chat/page.tsx,done,tsc clean (BE+FE) - Root cause: AGENT tidak punya cara filter conversations by label di chat page. Fix: (A) Backend tambah optional label query param di conversation.service.list() -> labels.some.label filter. (B) Controller pass req.query.label ke service. (C) Frontend tambah labelFilter state + Tag icon + Select dropdown yang extract unique labels dari conversations response. Hanya tampil untuk AGENT. Data isolation tetap aman karena backend force assigned_to=userId untuk AGENT (patch 077). No regression - non-AGENT roles unaffected.
080,Extend label filter to all roles in chat page,frontend/chat/page.tsx,done,tsc clean - Root cause: patch 079 label filter hanya tampil untuk AGENT (isAgent guard). OWNER/ADMIN/SUPERVISOR juga perlu bisa filter by label. Fix: hapus isAgent condition pada label filter block sehingga tampil untuk semua role. Backend sudah support (patch 079). No regression - AGENT tetap works + role lain sekarang juga bisa filter.
081,Fix label filter not showing for AGENT - fetch labels from dedicated endpoint,conversation.service.ts + conversation.controller.ts + conversation.routes.ts + frontend/chat/page.tsx,done,tsc clean BE+FE - Root cause: label filter derived from conversations.flatMap(c.labels) so when AGENT conversations have no labels the filter is invisible. Fix: add GET /conversations/labels endpoint returning distinct labels (AGENT-scoped). Frontend fetches labels from endpoint instead of deriving from conversation list. Filter now always visible when org has labels.
082,Fix label filter to use contact tags instead of empty conversation_labels table,conversation.service.ts,done,tsc clean BE+FE - Root cause: patch 081 queried conversation_labels table which is empty (no mechanism to populate it). User expects to filter by contact tags (managed in Kontak page). Fix: (1) listLabels() now queries tags table with AGENT scoping via contact->conversation join. (2) list() label filter now uses contact.contact_tags.some.tag.name instead of labels.some.label. Frontend unchanged - response shape same {label+color}. No regression.
083,Fix AGENT not seeing label filter - remove AGENT scoping from listLabels,conversation.service.ts + conversation.controller.ts,done,tsc clean - Root cause: patch 082 listLabels() for AGENT filtered tags via contact->conversation join. AGENT Nuha's contact (6287882342097) has no tags assigned so query returned empty -> filter invisible. Fix: listLabels() now returns ALL org tags for all roles. Data isolation maintained: list() still forces assigned_to=userId for AGENT so selecting a tag only filters within AGENT own conversations. No regression confirmed.
084,Add slash command / template quick reply in chat,frontend/chat/page.tsx,done,tsc clean FE - New feature: typing / in chat input shows floating popup with active templates. Filter by name or category. Arrow keys navigate + Enter selects + Esc closes. Template content fills textarea. Uses same absolute positioning pattern as emoji picker. No regression - existing send flow unchanged. UX: non-disruptive (only activates on / prefix).
085,Add template auto-fill selector in broadcast create form,frontend/broadcasts/page.tsx,done,tsc clean FE - New feature: optional template dropdown in broadcast create dialog. Selecting template auto-fills message content + passes template_id to backend (already supported). User can still edit message after template fill. No regression - form works with or without template.
086,Add template auto-fill selector in scheduled-messages create form,frontend/scheduled-messages/page.tsx,done,tsc clean FE - New feature: optional template dropdown in scheduled message create/edit dialog. Selecting template auto-fills message content. ScheduledMessage model has no template_id so only content auto-fill (no FK). No regression.
087,Auto-substitute template variables in chat slash command,frontend/chat/page.tsx,done,tsc clean FE - selectSlashTemplate now replaces {{name}}/{{nama}} with contact.name and {{phone}} with contact.phone_number from selectedConv. Case-insensitive regex. If no contact data available gracefully leaves empty string. No regression.
088,Increment template usage_count when used in chat or broadcast,template.service.ts + template.controller.ts + template.routes.ts + broadcast.service.ts + frontend/chat/page.tsx,done,tsc clean BE+FE - (1) Added incrementUsage method to template service. (2) Added POST /:id/use endpoint (any authenticated user). (3) broadcast.service.create increments when template_id provided. (4) Chat slash command calls POST /templates/:id/use fire-and-forget. Template card now shows accurate usage count. No regression.
089,Add AutoResponse model to Prisma schema,backend/prisma/schema.prisma,done,tsc clean + prisma generate OK + db push confirmed (auto_responses table created). Model: AutoResponse with trigger enum (NEW_CHAT/OUTSIDE_HOURS) + template_id FK + business hours config + cooldown_minutes + timezone. Unique constraint on (org_id+trigger). Relations added to Organization and MessageTemplate. No regression.
090,Add AutoResponse CRUD backend - service + controller + routes,auto-response.service.ts + auto-response.controller.ts + auto-response.routes.ts + routes/index.ts,done,tsc clean BE - (1) auto-response.service: list + upsert + delete with org scoping and template validation. (2) controller: zod validated. (3) routes: GET / (all roles) + PUT / (OWNER/ADMIN) + DELETE /:trigger (OWNER/ADMIN). Registered at /auto-responses. No regression.
091,Add auto-response engine + webhook integration + fix _verifyAgentAccess,auto-response-engine.ts + webhook.service.ts + conversation.controller.ts,done,tsc clean BE - (1) auto-response-engine: evaluates NEW_CHAT and OUTSIDE_HOURS triggers with cooldown and timezone-aware business hours and template variable substitution. Sends via WA API + saves message in DB. (2) webhook.service calls engine fire-and-forget for INCOMING messages. (3) Fix: conversation.controller _verifyAgentAccess extracted from class method to standalone function (this binding loss in Express route handlers). No regression.
092,Add auto-response settings UI in Settings page,frontend/settings/page.tsx,done,tsc clean FE - New tab Auto-Response in Settings page with 2 cards: (1) NEW_CHAT greeting config with template selector + cooldown. (2) OUTSIDE_HOURS with template + business hours (time inputs) + business days (day toggles) + cooldown. Each card shows active/toggle/delete if rule exists. Upsert + delete via /auto-responses API. No regression.
093,Upgrade chat input to WhatsApp-like auto-growing textarea,frontend/chat/page.tsx,done,tsc clean FE - Root cause: chat input used single-line Input element which cannot display multi-line text or grow. Fix: replace Input with textarea + auto-resize effect (1 row to ~6 rows max then scroll). Enter=send Shift+Enter=newline. Formatting shortcuts Ctrl+B bold Ctrl+I italic. Emoji+Send buttons aligned to bottom-end. All existing features (slash command + emoji picker + attachment) preserved. No regression.
094,Add WhatsApp-style floating format toolbar on text selection in chat,frontend/chat/page.tsx,done,tsc clean FE - Root cause: no format toolbar on text selection. Fix: detect selection via onSelect+onMouseUp events. When text selected show floating dark toolbar above textarea with 7 buttons: Bold Italic Strikethrough Code OrderedList UnorderedList Quote. Click wraps selected text with WA format markers. onMouseDown preventDefault keeps focus. Outside click dismisses. Existing features (slash command + emoji + Ctrl shortcuts) preserved. No regression.
095,Add WYSIWYG rich-text preview in chat input using transparent textarea + formatted backdrop,frontend/chat/page.tsx,done,tsc clean FE - Root cause: textarea shows raw WA markup (*bold*) not actual formatted text. Fix: overlay technique - textarea text made transparent (caret still visible via caretColor). Behind it a backdrop div renders formatWAText() output showing real bold/italic/strikethrough/monospace. Container div holds bg-muted/50. Placeholder rendered in backdrop. Scroll synced. Emoji button z-index raised. Reuses existing formatWAText from lib. No regression - all features preserved.
096,Change unordered list bullet from dash to dot character,frontend/chat/page.tsx,done,tsc clean FE - Cosmetic change: unordered list format button now inserts bullet dot () instead of dash (-). No regression.
097,Add deleteMessage to WAApiClient and DELETED status to MessageStatus enum,wa-api.client.ts + schema.prisma,done,tsc clean BE - Added POST /messages/delete method to WAApiClient with instance_id + message_id + chat_jid + optional from_me/participant/delete_for params. Added DELETED to MessageStatus enum. No regression - additive only.
098,backend,Delete message endpoint - service + controller + route (DELETE /:id/messages/:messageId),done
099,frontend,Delete message UI - hover dropdown on bubbles + DELETED status display,done
100,backend,Schema add is_edited+edited_at to Message + WAApiClient editMessage() method,done,tsc clean - Added is_edited Boolean + edited_at DateTime? fields. Added editMessage(instanceId+messageId+chatJid+newText) to WAApiClient.
101,backend,Edit message endpoint - service+controller+route (PUT /:id/messages/:messageId),done,tsc clean - editMessage(): validates OUTGOING+not DELETED+not AUDIO/STICKER+15min window. Calls WA API. Updates content/caption+is_edited+edited_at in DB. Route: PUT /:id/messages/:messageId.
102,frontend,Edit message UI - inline edit mode + diedit label + 15min guard,done,tsc clean - Added Pencil icon + editingMessageId/editText state + editMutation (PUT). Outgoing dropdown now shows Edit (if within 15min + not audio/sticker). Inline textarea with Enter=save Esc=cancel. Shows diedit label on edited messages. No regression on delete feature.
103,backend,Fix broadcast error parsing for WA API v2 structured error format,broadcast.service.ts,done,tsc clean - rawErr now parsed as object (error.message) or string fallback. errCode extracted from error.code. Added RATE_LIMITED + INSTANCE_NOT_CONNECTED codes. Old string format backward compatible.
104,backend,Fix scheduled-message error parsing for WA API v2 structured error format,scheduled-message.service.ts,done,tsc clean - Same pattern as patch 103. rawErr parsed as object or string. errCode check added for fatal stop. No regression.
105,backend,Fix media controller error parsing for WA API v2 structured error format,media.controller.ts,done,tsc clean - Upload error now extracts error.message from structured error object. Falls back to string format. No regression.
106,backend,Add phone sanitization in WAApiClient for WA API v2 strict format,wa-api.client.ts,done,tsc clean - Added private sanitizePhone() strips non-digits except leading +. Applied in sendText + sendMedia. No regression - already clean numbers pass through unchanged.
107,frontend,Fix edit message UI - proper styling + smooth auto-resize,frontend/chat/page.tsx,done,tsc clean - Root cause: textarea had white bg+border inside blue bubble + fixed rows causing browser scrollbar arrows. Fix: (1) borderless textarea with semi-transparent bg matching bubble color (2) auto-resize via scrollHeight on change+mount (3) overflow:hidden kills scrollbar arrows (4) buttons text-xs with proper contrasting colors (5) cursor placed at end on focus. No regression on delete/format features.
108,fullstack,Rebrand CRM-DADI to Power WA across all user-visible surfaces,sidebar.tsx + login/page.tsx + register/page.tsx + layout.tsx + server.ts + webhook-config.service.ts + package.json + docker-entrypoint.sh + package-lock.json,done,Both containers rebuilt and running. Changed: sidebar brand text + login/register h1 + page title metadata + backend startup banner + webhook test message + package names. Kept crm_dadi as database name (live DB - renaming requires migration).
109,backend,Create plan limits config - single source of truth for all plan-based restrictions,config/plan-limits.ts,done,tsc clean (0 new errors). Pure data config: PlanLimits interface + PLAN_LIMITS map (FREE/STARTER/PROFESSIONAL/ENTERPRISE) + getPlanLimits() + isWithinQuota() + isFeatureEnabled() helpers. No runtime impact - no existing code changed.
110,backend,Create plan guard middleware - reusable quota and feature checking,middleware/plan-guard.ts,done,tsc clean. Two middlewares: requireFeature(feature) checks plan feature flags + checkQuota(resource) checks resource count vs plan limit. Covers 9 resource types. Returns 403 PLAN_FEATURE_RESTRICTED or PLAN_QUOTA_EXCEEDED. No existing code changed.
111,backend,Enforce contact + tag quota on creation routes,contact.routes.ts,done,tsc clean. Added checkQuota('contacts') to POST / and POST /import. Added checkQuota('tags') to POST /tags. Read/update/delete routes unaffected. No regression on existing flows.
112,backend,Enforce user quota + team feature gate on team routes,team.routes.ts,done,tsc clean. Added checkQuota('users') to invite. Added requireFeature('teamManagement') to create team and add member. List/get/update/delete unaffected. No regression.
113,backend,Enforce broadcast feature gate + monthly quota,broadcast.routes.ts,done,tsc clean. Added requireFeature('broadcast') to create+start. Added checkQuota('broadcasts_monthly') to create. List/get/pause/cancel/delete unaffected.
114,backend,Enforce template quota on creation,template.routes.ts,done,tsc clean. Added checkQuota('templates') to POST /. List/update/delete/toggle unaffected.
115,backend,Enforce scheduled message feature gate + quota,scheduled-message.routes.ts,done,tsc clean. Added requireFeature('scheduledMessages') + checkQuota('scheduled_messages') to POST /. Other routes unaffected.
116,backend,Enforce WA instance quota on creation,wa-instance.routes.ts,done,tsc clean. Added checkQuota('wa_instances') to POST /. Other routes unaffected.
117,backend,Enforce feature gates on deal + webhook + analytics + conversation + auto-response routes,deal.routes.ts + webhook-config.routes.ts + analytics.routes.ts + conversation.routes.ts + auto-response.routes.ts,done,tsc clean. Deals: requireFeature('deals') on all CRUD + checkQuota('deals') on create + requireFeature('closingReport') on report. Webhooks: requireFeature('webhookConfigs') + checkQuota. Analytics: message volume + agent perf + contact growth gated. Conversation: assign gated by assignConversation + edit by editMessage. Auto-response: upsert gated by autoResponseNewChat. No regression on read/base routes.
118,backend,Add plan + planLimits to all auth API responses,auth.service.ts,done,tsc clean. Added getPlanLimits import. Added plan + planLimits to register + login + acceptInvite + getProfile responses. Frontend will now receive full plan config including features and quotas. No breaking change - additive only.
119,frontend,Frontend plan-aware UI — auth store types + usePlan hook + FeatureGate component + sidebar gates + page gates,auth.store.ts + use-plan.ts + feature-gate.tsx + sidebar.tsx + deals/page.tsx + broadcasts/page.tsx + scheduled-messages/page.tsx,done,Added PlanFeatures + PlanLimits interfaces to auth store. Created usePlan/useFeatureEnabled hooks with FREE defaults fallback. Created FeatureGate component with UpgradePrompt. Sidebar shows locked nav items with PRO badge for gated features. Deals/Broadcasts/Scheduled-messages pages wrapped in FeatureGate.
120,backend,Add SUPER_ADMIN to UserRole enum in Prisma schema,prisma/schema.prisma,done,Additive enum change. No existing code references SUPER_ADMIN yet so zero regression. All existing authorize() calls use string match — unaffected.
121,backend,Super-admin authentication middleware,middleware/super-admin.ts,done,New file. requireSuperAdmin checks req.user.role === SUPER_ADMIN. No existing code affected.
122,backend,SubscriptionPlan model in Prisma schema,prisma/schema.prisma,done,New model subscription_plans with resource quotas + features JSON + price + billing_cycle. Additive — no existing models changed.
123,backend,Invoice model + InvoiceStatus enum in Prisma schema,prisma/schema.prisma,done,New model invoices with amount + status + payment_method + proof + period. New InvoiceStatus enum. Added reverse relations on Organization + SubscriptionPlan. No existing code affected.
124,backend,Subscription tracking fields on Organization + SubscriptionStatus enum,prisma/schema.prisma,done,Added subscription_plan_id + subscription_status + subscription_expires_at to Organization. New SubscriptionStatus enum (TRIAL/ACTIVE/PAST_DUE/CANCELLED/EXPIRED). Reverse relation on SubscriptionPlan. Additive only.
125,backend,Admin plan CRUD service,services/admin-plan.service.ts,done,New file. list/getById/getByCode/create/update/toggleActive for subscription_plans. Prisma client regenerated. tsc clean.
126,backend,Admin plan controller + routes,controllers/admin-plan.controller.ts + routes/admin-plan.routes.ts,done,New files. CRUD endpoints for /admin/plans guarded by authenticate + requireSuperAdmin. tsc clean.
127,backend,Admin organization management service,services/admin-org.service.ts,done,New file. list (paginated + search + filter) / getById (with users + invoices + counts) / changePlan / toggleActive / setSubscriptionExpiry / setSubscriptionStatus. tsc clean.
128,backend,Admin org controller + routes,controllers/admin-org.controller.ts + routes/admin-org.routes.ts,done,New files. 6 endpoints under /admin/organizations guarded by requireSuperAdmin. list/getById/changePlan/toggleActive/setExpiry/setStatus. tsc clean.
129,backend,Plan-guard reads from DB with hardcoded fallback,config/plan-limits.ts + middleware/plan-guard.ts,done,Added getPlanLimitsAsync() that reads subscription_plans table first then falls back to hardcoded PLAN_LIMITS. Updated plan-guard requireFeature + checkQuota to use async version. No regression — behavior identical when DB has no rows.
130,backend,Invoice/billing service,services/invoice.service.ts,done,New file. listAll (admin) / listByOrg (tenant) / getById / create / uploadProof / verifyPayment (activates plan in transaction) / cancel. Supports manual_transfer flow. tsc clean.
131,backend,Invoice controller + routes,controllers/admin-invoice.controller.ts + routes/invoice.routes.ts,done,New files. Admin routes: listAll + getById + create + verifyPayment + cancel under /invoices/admin. Tenant routes: listOwn + uploadProof under /invoices. tsc clean.
132,backend,Admin dashboard stats service,services/admin-stats.service.ts,done,New file. getDashboard returns totalOrgs + activeOrgs + trialOrgs + totalUsers + planDistribution + revenue + pendingPayments + recentInvoices. tsc clean.
133,backend,Admin dashboard controller + routes,controllers/admin-dashboard.controller.ts + routes/admin-dashboard.routes.ts,done,New files. GET /admin/dashboard/stats. tsc clean.
134,backend,Register admin routes in main router,routes/index.ts,done,Added imports + router.use for admin-plan (/admin/plans) + admin-org (/admin/organizations) + admin-dashboard (/admin/dashboard) + invoice (/invoices). tsc clean.
135,backend,Seed default subscription plans,prisma/seed-plans.ts,done,New file. Idempotent upsert of 4 plans (FREE/STARTER/PROFESSIONAL/ENTERPRISE) matching hardcoded PLAN_LIMITS. Prices: 0/199k/499k/999k. Run via npx ts-node prisma/seed-plans.ts. tsc clean.
136,frontend,Admin layout + sidebar + dashboard page,app/admin/layout.tsx + app/admin/page.tsx + components/layout/admin-sidebar.tsx,done,New files. Admin layout with SUPER_ADMIN guard + redirect to /dashboard if not super admin. AdminSidebar with red theme + 4 nav items (Dashboard/Plans/Orgs/Invoices) + back-to-CRM link. Dashboard page with KPI cards + plan distribution + recent invoices table.
137,frontend,Admin plans management page,app/admin/plans/page.tsx,done,New file. Displays plan cards with name/price/features/org-count. Edit dialog with quota inputs + feature toggles. Toggle active/inactive. Full CRUD via /admin/plans API.
138,frontend,Admin organizations page,app/admin/organizations/page.tsx,done,New file. Table with search + plan/status filter + pagination. Detail dialog shows users + invoices + change subscription status. Change plan dialog. Toggle active/inactive.
139,frontend,Admin invoices page,app/admin/invoices/page.tsx,done,New file. Invoice table with status filter + pagination. Detail dialog with payment proof link. Verify + cancel actions inline and in dialog. Status badges with color coding.
140,frontend,Sidebar admin link for SUPER_ADMIN,components/layout/sidebar.tsx,done,Added Shield icon import + 'Panel Admin' link visible only when user.role === SUPER_ADMIN. Red accent color. Links to /admin. Shows in both collapsed (tooltip) and expanded modes.
141,frontend,Fix admin dashboard response mismatch,app/admin/page.tsx,done,Root cause: DashboardStats interface did not match backend API response structure (nested objects vs flat fields). Fixed interface to match actual backend shape: organizations.total/active/trial + users.total + planDistribution[].count + revenue.totalVerified. Added nullish coalescing on arrays. Build clean.
142,backend,Backend profile update API,services/auth.service.ts + controllers/auth.controller.ts + routes/auth.routes.ts,done,New updateProfile method: accepts name + phone. PATCH /auth/profile added. tsc clean.
143,frontend,Frontend profile save handler,stores/auth.store.ts + app/dashboard/settings/page.tsx,done,Added phone to User interface. Profile tab: controlled inputs for name+phone with save mutation calling PATCH /auth/profile. Email disabled. fetchProfile on success. Toast feedback. tsc clean.
144,backend,Backend org update API,controllers/settings.controller.ts + routes/settings.routes.ts,done,New updateOrganization method: OWNER/ADMIN only. Validates name min 2 chars. PATCH /settings/organization. tsc clean.
145,frontend,Frontend org save handler,app/dashboard/settings/page.tsx,done,Org tab: controlled orgName input + save mutation calling PATCH /settings/organization. OWNER/ADMIN form submit with validation. fetchProfile on success. Toast feedback. tsc clean.
146,frontend,Fix plan display + upgrade button,app/dashboard/settings/page.tsx,done,Replaced hardcoded Free Trial with user.organization.plan. Upgrade Paket button navigates to /dashboard/billing. tsc clean.
147,frontend,Admin create plan button+dialog,app/admin/plans/page.tsx,done,Added Tambah Paket button with Plus icon. Create dialog with plan_code input. DEFAULT_NEW_PLAN template. isCreating state. POST /admin/plans on create. Dialog title dynamic. tsc clean.
148,frontend,Admin create invoice button+dialog,app/admin/invoices/page.tsx,done,Added Buat Invoice button. Create dialog with org+plan selects + amount + notes. Auto-fill amount from plan price. POST /invoices/admin on create. Fetches orgs+plans on dialog open. tsc clean.
149,frontend,Tenant billing page,app/dashboard/billing/page.tsx,done,New page. Shows current plan card. Invoice history list with status badges. Upload payment proof dialog. Links to /dashboard/pricing for upgrade. Uses GET /invoices + PATCH /invoices/:id/proof. tsc clean.
150,frontend,Sidebar billing nav item,components/layout/sidebar.tsx,done,Added CreditCard import + Billing nav item for ADMIN_UP. Links to /dashboard/billing. tsc clean.
151,fullstack,Tenant pricing page + public API,routes/pricing.routes.ts + routes/index.ts + app/dashboard/pricing/page.tsx,done,Backend: GET /pricing/plans (public) returns active plans. Frontend: pricing page with plan cards (quota + features) + full comparison table. Current plan highlighted. CTA links to billing. tsc clean both.
152,backend,Request upgrade endpoint,services/invoice.service.ts + routes/invoice.routes.ts,done,New requestUpgrade method: validates plan active + no duplicate pending. POST /invoices/request-upgrade tenant route. Creates invoice with plan price + 3-day expiry + auto period. tsc clean.
153,backend,Subscription + invoice expiry worker,workers/expiry.worker.ts + server.ts,done,New expiry worker: runs hourly. Downgrades expired subscription orgs to FREE. Marks expired PENDING invoices as EXPIRED. Registered in server bootstrap. tsc clean.
154,frontend,Topbar profile dropdown,components/layout/topbar.tsx,done,Replaced static name display with DropdownMenu. Shows avatar + name + org. Dropdown has Profile/Settings + Billing + Logout. Removed hardcoded notification badge 3. Added router navigation. tsc clean.
155,frontend,Wire upgrade flow in pricing,app/dashboard/pricing/page.tsx,done,Pilih Paket button now calls POST /invoices/request-upgrade with plan_id. Shows loading spinner. On success navigates to /dashboard/billing. Error toast. tsc clean.
156,frontend,Fix verify button PAID-only,app/admin/invoices/page.tsx,done,Removed PENDING from verify button condition. Only PAID status shows Verifikasi in both table row and detail dialog. Also enhanced proof image display in detail with img tag. tsc clean.
157,frontend,Billing menu OWNER only,components/layout/sidebar.tsx + topbar.tsx,done,Changed billing nav item from ADMIN_UP to OWNER-only array. Added role check in topbar dropdown so billing menu only shown when user.role is OWNER. tsc clean.
158,backend,BankAccount + PaymentConfig Prisma models + API,schema.prisma + payment-settings.service.ts + payment-settings.controller.ts + payment-settings.routes.ts + routes/index.ts,done,New BankAccount and PaymentConfig models. Full CRUD service+controller+routes for bank accounts. Midtrans config upsert with key-value storage. Public payment info endpoint. Registered in main router. tsc clean.
159,frontend,Admin payment settings page,app/admin/payment-settings/page.tsx + admin-sidebar.tsx,done,New admin page with bank account CRUD (add/edit/delete dialogs) + Midtrans integration config (enable toggle + environment selector + server/client key inputs). Added Pengaturan Bayar nav item in admin sidebar. tsc clean.
160,fullstack,Billing page with bank info + image upload,app/dashboard/billing/page.tsx + invoice.routes.ts + app.ts,done,Rewrote billing page: shows bank accounts from GET /payment-settings/public. Pending payment alert card with bank info + payment steps. Image upload via file input (not URL). Backend: multer disk storage for payment proofs in uploads/payment-proofs/. Express static serving for /uploads. tsc clean.
161,frontend,Payment process modal on pricing page,app/dashboard/pricing/page.tsx,done,Replaced silent API call+redirect with 3-step payment modal. Step 1: plan summary + payment method selection (Transfer Manual / Midtrans). Step 2: confirmation with bank account list + copy buttons + payment instructions. Step 3: success screen with invoice details + bank recap + billing redirect. Fetches bank accounts from GET /payment-settings/public. tsc clean.
162,backend,WA auto follow-up after upgrade,services/invoice.service.ts,done,After requestUpgrade creates invoice fire-and-forget WA message to OWNER with phone. Uses system WA API from env vars to find active instance. Message includes: greeting + plan name + invoice number + amount + expiry + bank accounts + step-by-step payment instructions. Graceful skip if no phone or no WA instance. tsc clean.
163,backend,Tenant cancel own invoice route,services/invoice.service.ts + routes/invoice.routes.ts,done,Added cancelOwn() method with org ownership validation + PENDING-only check. New tenant route PATCH /invoices/:id/cancel. Reuses existing cancel logic. tsc clean.
164,backend,Tenant change plan on PENDING invoice,services/invoice.service.ts + routes/invoice.routes.ts,done,Added changePlan(invoiceId orgId newPlanId) method: validates ownership + PENDING status + plan active + not same plan. Updates plan_id + amount + period_end + notes. New route PATCH /invoices/:id/change-plan. tsc clean.
165,frontend,Ubah Paket button + dialog on billing page,app/dashboard/billing/page.tsx,done,Added Ubah Paket button on PENDING invoices. Opens dialog with plan selector (radio-style cards) filtering out current plan + free plans. Calls PATCH /invoices/:id/change-plan. Fetches plans only when dialog open. Added plan_id to Invoice interface + RefreshCw icon. tsc clean.
164,frontend,Cancel button on billing page,app/dashboard/billing/page.tsx,done,Added cancelInvoiceMutation calling PATCH /invoices/:id/cancel. Batalkan button with confirm dialog on PENDING invoices next to Upload Bukti. Ban icon + destructive styling. Invalidates cache on success. tsc clean.
166,frontend,Gate webhook tab by plan feature,app/dashboard/settings/page.tsx,done,Webhook tab now checks user.organization.planLimits.features.webhookConfigs. If false (FREE/STARTER) shows Lock icon + note that webhook is Professional only + upgrade button linking to pricing page. Backend already had requireFeature guard. No regression on other tabs.
167,frontend,Fix SUPER_ADMIN sidebar nav empty,components/layout/sidebar.tsx,done,SUPER_ADMIN was not in ALL_ROLES/MANAGEMENT/ADMIN_UP arrays so getNavState returned visible:false for all items. Added early return bypass: if role===SUPER_ADMIN return visible:true locked:false. Now SUPER_ADMIN sees all menus.
168,backend,Follow-up WA template API + dynamic send,services/payment-settings.service.ts + controllers/payment-settings.controller.ts + routes/payment-settings.routes.ts + services/invoice.service.ts,done,Added getFollowUpTemplate/saveFollowUpTemplate to PaymentConfig pattern. GET/PUT /payment-settings/followup-template (SUPER_ADMIN). sendUpgradeFollowUp now reads template from DB with placeholder replacement ({name} {plan_name} {amount} {invoice_number} {expired_at} {bank_accounts}). Default template matches previous hardcoded message. Enabled toggle to disable follow-up.
169,frontend,Admin follow-up template page,app/admin/followup-template/page.tsx + components/layout/admin-sidebar.tsx,done,New admin page with enable/disable toggle + textarea editor with placeholder reference grid + WA-style preview bubble. Added Template Follow-Up nav item to admin sidebar with MessageSquare icon.
170,backend,Accept phone in requestUpgrade,services/invoice.service.ts + routes/invoice.routes.ts,done,requestUpgrade now accepts optional opts {userId phone}. If phone provided saves normalized phone to user profile before creating invoice. Route forwards req.user.userId + req.body.phone. Backward-compatible — opts param is optional. No regression on existing flow.
171,frontend,Phone input in payment modal,app/dashboard/pricing/page.tsx,done,Added waPhone state pre-filled from user.phone. Added required WA phone input field in payment modal step confirm with placeholder and helper text. Confirm button disabled if phone empty. Phone sent in POST /invoices/request-upgrade body. Added Input+Label imports. No other flow affected.
172,backend,Fix SUPER_ADMIN blocked from settings update,controllers/settings.controller.ts,done,Added SUPER_ADMIN to role checks in updateWaApiConfig (line 56) and updateOrganization (line 148). Previously only OWNER and ADMIN were allowed. No other guards affected. tsc clean.
173,backend,Fix authorize middleware — SUPER_ADMIN bypass,middleware/auth.ts,done,Added SUPER_ADMIN bypass in authorize() middleware. If user.role is SUPER_ADMIN the role check is skipped. This structurally fixes all routes using authorize() — wa-instance CRUD+sync+delete and any future routes. Single line change. tsc clean.
174,backend,SUPER_ADMIN bypass plan guard,middleware/plan-guard.ts,done,Added early return in requireFeature() and checkQuota() for SUPER_ADMIN role. SUPER_ADMIN now bypasses all plan feature restrictions and quota limits. No regression — other roles still checked normally. tsc clean.
175,backend+data,Separate SUPER_ADMIN to exclusive org,routes/admin-org.routes.ts + DB migration,done,Created dedicated System Admin org (slug system-admin plan PROFESSIONAL max_users 100 max_contacts 999999). Moved SUPER_ADMIN user juned to this org. Added POST /admin/organizations/setup-admin-org endpoint for future use. SUPER_ADMIN no longer shares tenant org. User must re-login to get new JWT.
176,backend,Fix WA follow-up use SUPER_ADMIN org WA API instead of empty env vars,services/invoice.service.ts,done,Root cause: sendUpgradeFollowUp relied on env.WA_API_KEY which was empty in Docker. Added getSystemWAClient() method that first checks SUPER_ADMIN org WA API config from DB (admin-configurable via Settings UI) then falls back to env vars. SUPER_ADMIN org already has WA API configured and tested. tsc clean.
